zap_motif_positions,accession_id
EU255940.1,"[12, 180, 316, 318, 319, 326, 328, 329, 330, 346, 347, 348, 379, 413, 432, 433, 447, 449, 471, 472, 603, 607, 611, 658, 686, 686, 687, 687, 701, 702, 704, 718, 729, 746, 746, 1014, 1015, 1017, 1031, 1033, 1034, 1041, 1043, 1064, 1126, 1153, 1155, 1165, 1165, 1166, 1166, 1254, 1255, 1255, 1256, 1256, 1400, 1403, 1410, 1410, 1411, 1446, 1446, 1450, 1481, 1485, 1494, 1495, 1644, 1645, 1830, 1831, 1894, 1897, 1899, 2203, 2206, 2214, 2311, 2313, 2359, 2447, 2450, 2500, 2501, 2544, 2547, 2548, 2669, 2671, 2672, 2709, 2721, 2724, 2746, 2872, 2873, 2882, 3050, 3077, 3091, 3095, 3143, 3167, 3237, 3259, 3285, 3286, 3287, 3347, 3356, 3357, 3358, 3413, 3520, 3521, 3675, 3695, 3696, 3696, 3697, 3697, 3792, 4058, 4086, 4087, 4088, 4172, 4191, 4287, 4288, 4296, 4488, 4507, 4529, 4553, 4554, 4557, 4564, 4603, 4650, 4651, 4652, 4706, 4707, 4708, 4709, 4726, 4728, 4862, 4864, 4866, 5152, 5179, 5214, 5231, 5258, 5258, 5260, 5277, 5280, 5340, 5341, 5432, 5442, 5502, 5512, 5514, 5550, 5551, 5591, 5649, 5727, 5728, 5729, 5739, 5740, 5741, 5742, 5757, 5758, 5769, 5773, 5774, 5774, 5778, 5784, 5785, 5787, 5832, 5842, 5844, 5946, 5947, 5948, 5973, 6071, 6073, 6088, 6140, 6142, 6332, 6391, 6490, 6491, 6494, 6571, 6572, 6574, 6642, 6736, 6737, 6738, 6764, 6765, 6766, 6780, 6781, 6819, 6822, 6934, 6936, 6936, 6938, 6977, 7046, 7047, 7049, 7130, 7131, 7132, 7163, 7406, 7407, 7408, 7472, 7480, 7485, 7515, 7543, 7548, 7549, 7569, 7570, 7571, 7572, 7721, 7801, 7848, 7869, 7870, 8055, 8056, 8057, 8078, 8080, 8081, 8082, 8363, 8365, 8372, 8374, 8376, 8436, 8439, 8440, 8474, 8476, 8488, 8641, 8652, 8652, 8653, 8654, 8708, 8710, 8712, 8785, 8787, 8789, 9153, 9156]"
MZ556889.1,"[24, 58, 77, 78, 92, 94, 116, 117, 189, 192, 248, 252, 256, 303, 330, 331, 331, 332, 332, 346, 347, 348, 349, 363, 374, 391, 391, 659, 660, 662, 686, 688, 798, 800, 801, 810, 810, 811, 811, 865, 867, 868, 899, 900, 900, 901, 901, 957, 1045, 1048, 1053, 1055, 1082, 1083, 1289, 1289, 1290, 1290, 1475, 1476, 1629, 1831, 1833, 1837, 1859, 2004, 2051, 2092, 2095, 2145, 2146, 2189, 2192, 2193, 2314, 2316, 2317, 2354, 2366, 2369, 2391, 2518, 2593, 2695, 2736, 2812, 2822, 2882, 2930, 2931, 2932, 2953, 2955, 3001, 3002, 3003, 3057, 3058, 3107, 3166, 3320, 3340, 3341, 3341, 3342, 3342, 3437, 3834, 3836, 4122, 4152, 4174, 4176, 4198, 4199, 4202, 4203, 4248, 4293, 4295, 4296, 4371, 4373, 4507, 4509, 4511, 4797, 4801, 4824, 4859, 4875, 4876, 4903, 4903, 4914, 4922, 4925, 4985, 4986, 5077, 5087, 5138, 5139, 5140, 5195, 5196, 5372, 5373, 5374, 5384, 5385, 5386, 5387, 5418, 5423, 5477, 5487, 5489, 5504, 5506, 5591, 5592, 5593, 5618, 5628, 5629, 5716, 5718, 5733, 5785, 5787, 6036, 6135, 6136, 6139, 6216, 6217, 6219, 6261, 6262, 6287, 6381, 6382, 6383, 6405, 6409, 6410, 6411, 6425, 6426, 6464, 6467, 6579, 6581, 6581, 6583, 6622, 6691, 6692, 6694, 6808, 6944, 6947, 7051, 7052, 7053, 7117, 7125, 7130, 7160, 7193, 7194, 7214, 7216, 7217, 7366, 7368, 7446, 7493, 7514, 7515, 7700, 7701, 7702, 7723, 7725, 7726, 7727, 8008, 8010, 8017, 8019, 8021, 8081, 8084, 8085, 8119, 8121, 8133, 8166, 8167, 8295, 8297, 8353, 8355, 8357]"
MZ556890.1,"[24, 58, 77, 78, 92, 94, 116, 117, 189, 192, 248, 252, 256, 303, 330, 331, 331, 332, 332, 346, 347, 348, 349, 363, 374, 391, 391, 659, 660, 662, 686, 688, 798, 800, 801, 810, 810, 811, 811, 865, 867, 868, 899, 900, 900, 901, 901, 957, 1045, 1048, 1053, 1055, 1082, 1083, 1289, 1289, 1290, 1290, 1475, 1476, 1629, 1831, 1833, 1837, 1859, 2004, 2051, 2092, 2095, 2145, 2146, 2189, 2192, 2193, 2314, 2316, 2317, 2354, 2366, 2369, 2391, 2518, 2593, 2695, 2736, 2812, 2822, 2882, 2930, 2931, 2932, 2953, 2955, 3001, 3002, 3003, 3057, 3058, 3107, 3166, 3320, 3340, 3341, 3341, 3342, 3342, 3437, 3834, 3836, 4122, 4152, 4174, 4176, 4198, 4199, 4202, 4203, 4248, 4293, 4295, 4296, 4371, 4373, 4507, 4509, 4511, 4797, 4801, 4824, 4859, 4875, 4876, 4903, 4903, 4914, 4922, 4925, 4985, 4986, 5077, 5087, 5138, 5139, 5140, 5195, 5196, 5372, 5373, 5374, 5384, 5385, 5386, 5387, 5418, 5423, 5477, 5487, 5489, 5504, 5506, 5591, 5592, 5593, 5618, 5628, 5629, 5716, 5718, 5733, 5785, 5787, 6036, 6135, 6136, 6139, 6216, 6217, 6219, 6261, 6262, 6287, 6381, 6382, 6383, 6405, 6409, 6410, 6411, 6425, 6426, 6464, 6467, 6579, 6581, 6581, 6583, 6622, 6691, 6692, 6694, 6808, 6944, 6947, 7051, 7052, 7053, 7117, 7125, 7130, 7160, 7193, 7194, 7214, 7216, 7217, 7366, 7368, 7446, 7493, 7514, 7515, 7700, 7701, 7702, 7723, 7725, 7726, 7727, 8008, 8010, 8017, 8019, 8021, 8081, 8084, 8085, 8119, 8121, 8133, 8166, 8167, 8295, 8297, 8353, 8355, 8357]"
LC368316.1,"[143, 279, 281, 282, 289, 291, 292, 293, 309, 310, 311, 342, 376, 395, 396, 410, 412, 432, 433, 434, 435, 507, 510, 566, 570, 574, 621, 649, 649, 650, 650, 664, 665, 667, 681, 692, 709, 709, 879, 977, 978, 980, 1004, 1006, 1027, 1116, 1118, 1128, 1128, 1129, 1129, 1217, 1218, 1218, 1219, 1219, 1366, 1373, 1373, 1374, 1385, 1407, 1409, 1446, 1448, 1500, 1503, 1607, 1608, 1793, 1794, 2149, 2151, 2166, 2169, 2177, 2322, 2410, 2413, 2463, 2464, 2507, 2511, 2512, 2632, 2634, 2635, 2647, 2648, 2649, 2650, 2672, 2684, 2687, 2709, 2835, 2836, 2845, 2908, 2911, 3013, 3054, 3058, 3130, 3200, 3271, 3273, 3319, 3320, 3321, 3375, 3376, 3483, 3484, 3575, 3577, 3578, 3638, 3658, 3659, 3659, 3660, 3660, 3755, 4049, 4050, 4051, 4134, 4135, 4135, 4139, 4152, 4154, 4250, 4440, 4451, 4470, 4492, 4494, 4516, 4517, 4520, 4527, 4566, 4613, 4614, 4615, 4689, 4691, 4734, 4825, 4827, 4829, 4908, 5177, 5193, 5194, 5221, 5221, 5223, 5240, 5243, 5303, 5304, 5373, 5374, 5377, 5513, 5514, 5554, 5690, 5691, 5692, 5720, 5721, 5732, 5736, 5737, 5737, 5741, 5795, 5805, 5807, 5909, 5910, 5911, 5936, 6034, 6036, 6043, 6103, 6354, 6453, 6454, 6457, 6534, 6535, 6605, 6699, 6700, 6701, 6727, 6728, 6729, 6743, 6744, 6782, 6785, 6897, 6899, 6899, 6901, 7009, 7010, 7012, 7093, 7094, 7095, 7126, 7262, 7265, 7314, 7369, 7370, 7374, 7376, 7478, 7532, 7533, 7534, 7535, 7684, 7764, 7811, 7832, 7833, 8018, 8019, 8020, 8041, 8043, 8044, 8045, 8325, 8326, 8328, 8335, 8337, 8339, 8399, 8402, 8403]"
LC368317.1,"[143, 279, 281, 282, 289, 291, 292, 293, 309, 310, 311, 342, 376, 395, 396, 410, 412, 434, 435, 566, 570, 574, 621, 649, 649, 650, 650, 664, 665, 667, 681, 692, 709, 709, 977, 978, 980, 1004, 1006, 1027, 1089, 1116, 1118, 1128, 1128, 1129, 1129, 1217, 1218, 1218, 1219, 1219, 1363, 1366, 1371, 1373, 1373, 1401, 1409, 1410, 1460, 1619, 1620, 1805, 1806, 2014, 2181, 2326, 2328, 2329, 2422, 2425, 2475, 2476, 2519, 2522, 2644, 2646, 2647, 2684, 2696, 2699, 2847, 2848, 2857, 2920, 2923, 3025, 3066, 3118, 3142, 3212, 3283, 3285, 3289, 3290, 3331, 3332, 3333, 3345, 3347, 3348, 3349, 3387, 3388, 3452, 3456, 3457, 3495, 3496, 3587, 3589, 3590, 3650, 3670, 3671, 3671, 3672, 3672, 3767, 4061, 4062, 4063, 4146, 4147, 4147, 4151, 4262, 4452, 4463, 4473, 4475, 4504, 4506, 4528, 4529, 4532, 4536, 4545, 4548, 4578, 4623, 4625, 4626, 4701, 4703, 4837, 4839, 4841, 5127, 5131, 5154, 5189, 5205, 5206, 5233, 5233, 5235, 5252, 5253, 5255, 5315, 5316, 5468, 5469, 5470, 5526, 5566, 5702, 5704, 5714, 5715, 5716, 5717, 5732, 5733, 5748, 5749, 5749, 5753, 5807, 5817, 5819, 5853, 5908, 5910, 5912, 5921, 5922, 5923, 5923, 5948, 5976, 6046, 6048, 6055, 6115, 6117, 6307, 6366, 6465, 6466, 6468, 6469, 6617, 6711, 6712, 6713, 6739, 6740, 6741, 6755, 6756, 6797, 6909, 6911, 6964, 7033, 7034, 7036, 7117, 7118, 7119, 7150, 7286, 7289, 7347, 7350, 7393, 7394, 7459, 7467, 7472, 7502, 7535, 7536, 7556, 7557, 7558, 7559, 7708, 7788, 7835, 7856, 7857, 8008, 8009, 8010, 8042, 8043, 8044, 8065, 8067, 8068, 8069, 8349, 8350, 8352, 8359, 8361, 8363, 8370]"
EU255934.1,"[13, 181, 317, 319, 320, 327, 329, 330, 331, 347, 348, 349, 380, 414, 433, 434, 448, 450, 470, 471, 472, 473, 545, 548, 604, 608, 612, 659, 687, 687, 688, 688, 702, 703, 705, 719, 730, 747, 747, 1042, 1044, 1065, 1127, 1154, 1156, 1255, 1256, 1256, 1257, 1257, 1401, 1404, 1411, 1411, 1412, 1451, 1453, 1831, 1832, 2193, 2207, 2215, 2448, 2451, 2501, 2502, 2545, 2548, 2549, 2615, 2710, 2747, 2874, 2946, 2949, 3051, 3092, 3144, 3238, 3248, 3250, 3260, 3286, 3287, 3288, 3309, 3311, 3315, 3316, 3357, 3358, 3413, 3414, 3521, 3522, 3696, 3697, 3697, 3698, 3698, 3793, 4172, 4173, 4173, 4177, 4192, 4478, 4489, 4508, 4530, 4532, 4554, 4555, 4558, 4565, 4604, 4651, 4652, 4653, 4707, 4708, 4709, 4710, 4727, 4729, 4863, 4865, 4867, 5153, 5180, 5215, 5231, 5232, 5259, 5259, 5261, 5278, 5281, 5341, 5342, 5552, 5656, 5728, 5729, 5730, 5740, 5741, 5742, 5743, 5758, 5759, 5774, 5779, 5833, 5843, 5845, 5947, 5948, 5949, 5974, 6072, 6074, 6141, 6143, 6333, 6392, 6491, 6492, 6495, 6572, 6573, 6575, 6643, 6737, 6738, 6739, 6765, 6766, 6767, 6781, 6782, 6820, 6935, 6937, 6937, 6939, 6978, 6998, 7000, 7047, 7048, 7050, 7131, 7132, 7133, 7164, 7300, 7303, 7357, 7407, 7408, 7412, 7414, 7473, 7514, 7516, 7516, 7549, 7570, 7571, 7572, 7573, 7722, 7802, 7849, 7870, 7871, 8056, 8057, 8058, 8079, 8081, 8082, 8083, 8364, 8366, 8373, 8375, 8377, 8384, 8437, 8440, 8441, 8475, 8477, 8489, 8522, 8523, 8636, 8638, 8639, 8651, 8653, 8709, 8711, 8713, 8786, 8788, 8790, 9147, 9148]"
EU256003.1,"[12, 180, 316, 318, 319, 326, 328, 329, 330, 346, 347, 348, 359, 379, 432, 433, 447, 449, 469, 470, 471, 472, 603, 607, 611, 658, 686, 686, 687, 687, 701, 702, 703, 704, 718, 729, 746, 746, 916, 1043, 1064, 1126, 1153, 1155, 1254, 1255, 1256, 1294, 1295, 1296, 1400, 1403, 1410, 1410, 1411, 1537, 1540, 1633, 1634, 1644, 1652, 1654, 1655, 1656, 1830, 1831, 1855, 1857, 1984, 1987, 2192, 2206, 2214, 2359, 2447, 2450, 2500, 2501, 2544, 2547, 2669, 2671, 2672, 2709, 2721, 2724, 2759, 2872, 2873, 2945, 3050, 3091, 3143, 3167, 3237, 3285, 3286, 3287, 3305, 3308, 3308, 3310, 3356, 3357, 3358, 3412, 3413, 3675, 3694, 3695, 3696, 3696, 3697, 3792, 4086, 4087, 4088, 4171, 4172, 4172, 4176, 4287, 4360, 4477, 4507, 4529, 4531, 4553, 4554, 4557, 4558, 4573, 4603, 4728, 4862, 4864, 4866, 4990, 4991, 5214, 5230, 5231, 5258, 5258, 5260, 5340, 5341, 5550, 5551, 5591, 5655, 5727, 5728, 5729, 5739, 5740, 5741, 5742, 5757, 5758, 5773, 5778, 5832, 5842, 5844, 5946, 5947, 5948, 5973, 5983, 5984, 6001, 6071, 6073, 6140, 6142, 6391, 6490, 6491, 6493, 6494, 6571, 6572, 6642, 6736, 6737, 6738, 6770, 6780, 6781, 6819, 6934, 6936, 6936, 6938, 6977, 7130, 7131, 7132, 7163, 7389, 7390, 7392, 7393, 7406, 7472, 7480, 7485, 7515, 7548, 7549, 7569, 7570, 7571, 7572, 7721, 7801, 7840, 7848, 8078, 8080, 8081, 8082, 8143, 8144, 8146, 8362, 8363, 8365, 8372, 8374, 8376, 8436, 8439, 8440, 8474, 8476, 8488, 8521, 8522, 8590, 8591, 8592, 8593, 8594, 8635, 8637, 8638, 8650, 8652, 8652, 8654, 8708, 8710, 8712, 8785, 8787, 8789, 9146, 9147]"
EU255953.1,"[170, 306, 308, 309, 316, 318, 319, 320, 336, 337, 338, 369, 403, 422, 423, 437, 439, 461, 462, 593, 597, 601, 648, 676, 676, 677, 677, 691, 692, 694, 708, 719, 911, 1031, 1033, 1054, 1143, 1145, 1244, 1245, 1245, 1246, 1246, 1393, 1400, 1400, 1401, 1527, 1530, 1634, 1746, 1820, 1821, 2193, 2196, 2204, 2349, 2373, 2437, 2440, 2490, 2491, 2534, 2537, 2621, 2659, 2661, 2662, 2699, 2711, 2714, 2736, 2862, 2863, 2872, 3081, 3133, 3157, 3216, 3218, 3227, 3275, 3276, 3277, 3298, 3300, 3346, 3347, 3348, 3402, 3403, 3510, 3511, 3665, 3685, 3686, 3686, 3687, 3687, 3782, 4048, 4161, 4162, 4162, 4166, 4219, 4221, 4223, 4277, 4464, 4478, 4488, 4519, 4521, 4543, 4544, 4547, 4554, 4593, 4640, 4641, 4642, 4716, 4718, 4852, 4854, 4856, 4935, 5146, 5169, 5204, 5220, 5221, 5248, 5248, 5250, 5330, 5331, 5365, 5367, 5422, 5432, 5540, 5541, 5581, 5717, 5718, 5719, 5729, 5730, 5731, 5732, 5763, 5768, 5822, 5832, 5834, 5936, 5937, 5938, 5963, 6061, 6063, 6070, 6130, 6132, 6381, 6480, 6481, 6484, 6561, 6562, 6564, 6632, 6726, 6727, 6728, 6760, 6761, 6770, 6771, 6809, 6812, 6924, 6926, 6926, 6928, 6967, 7046, 7120, 7121, 7122, 7153, 7289, 7292, 7396, 7397, 7462, 7470, 7475, 7505, 7538, 7539, 7559, 7560, 7561, 7562, 7711, 7713, 7791, 7838, 7859, 7860, 8068, 8070, 8071, 8072, 8352, 8353, 8355, 8362, 8364, 8366, 8426, 8429, 8430, 8464, 8466, 8478, 8512, 8631, 8642, 8642, 8643, 8644, 8698, 8700, 8702, 8775, 8777, 8779, 9099, 9102, 9136, 9137, 9146, 9147]"
EU255947.1,"[12, 180, 316, 318, 319, 326, 328, 329, 330, 346, 347, 348, 379, 413, 432, 433, 447, 449, 469, 470, 471, 472, 493, 544, 547, 603, 607, 611, 658, 686, 686, 687, 687, 701, 702, 704, 718, 729, 746, 746, 916, 1002, 1003, 1004, 1005, 1014, 1015, 1017, 1041, 1043, 1064, 1153, 1155, 1156, 1220, 1222, 1223, 1403, 1403, 1483, 1485, 1655, 1656, 1759, 2206, 2214, 2359, 2447, 2450, 2534, 2547, 2548, 2631, 2634, 2669, 2671, 2672, 2709, 2721, 2724, 2736, 2746, 2872, 2873, 2882, 2945, 2948, 3050, 3052, 3091, 3142, 3143, 3228, 3237, 3259, 3285, 3286, 3287, 3289, 3305, 3308, 3308, 3310, 3356, 3357, 3358, 3372, 3374, 3412, 3520, 3521, 3675, 3695, 3696, 3696, 3697, 3697, 3792, 4171, 4172, 4172, 4176, 4189, 4191, 4477, 4497, 4498, 4500, 4553, 4554, 4557, 4564, 4603, 4650, 4651, 4652, 4706, 4707, 4708, 4709, 4726, 4728, 4862, 4866, 4971, 4972, 4973, 5156, 5179, 5214, 5230, 5231, 5258, 5258, 5260, 5277, 5280, 5340, 5341, 5493, 5494, 5495, 5551, 5601, 5605, 5606, 5757, 5758, 5773, 5778, 5844, 5946, 5947, 5948, 5973, 5983, 5984, 6071, 6073, 6140, 6142, 6362, 6391, 6490, 6491, 6494, 6642, 6695, 6736, 6737, 6738, 6764, 6765, 6934, 6936, 6936, 6938, 6977, 6981, 7046, 7047, 7049, 7163, 7299, 7302, 7363, 7365, 7406, 7407, 7472, 7480, 7485, 7515, 7548, 7569, 7570, 7571, 7572, 7721, 7723, 7801, 7848, 7869, 7870, 8055, 8056, 8078, 8080, 8081, 8082, 8312, 8363, 8365, 8372, 8374, 8376, 8436, 8439, 8440, 8474, 8476, 8488, 8641, 8652, 9146, 9147]"
LC368314.1,"[144, 280, 282, 283, 290, 292, 293, 294, 343, 344, 396, 397, 411, 413, 508, 567, 571, 575, 622, 650, 650, 651, 651, 665, 666, 667, 668, 682, 693, 710, 710, 1005, 1008, 1027, 1031, 1033, 1276, 1364, 1367, 1374, 1375, 1401, 1447, 1450, 1608, 1609, 1730, 1769, 1770, 1858, 1861, 1863, 1865, 1918, 1951, 2156, 2347, 2407, 2411, 2413, 2414, 2463, 2465, 2508, 2511, 2551, 2582, 2633, 2635, 2636, 2738, 2740, 2788, 2790, 2791, 2837, 2909, 2958, 3063, 3064, 3141, 3269, 3272, 3272, 3299, 3376, 3377, 3379, 3441, 3457, 3484, 3485, 3504, 3562, 3565, 3578, 3579, 3580, 3581, 3644, 3659, 3660, 3660, 3727, 3729, 3756, 3778, 3779, 3949, 3951, 4004, 4005, 4008, 4050, 4135, 4136, 4155, 4240, 4241, 4260, 4262, 4450, 4493, 4521, 4525, 4534, 4545, 4552, 4554, 4556, 4567, 4615, 4616, 4648, 4650, 4651, 4690, 4692, 4826, 4828, 4830, 4965, 4966, 5120, 5178, 5194, 5195, 5222, 5241, 5244, 5304, 5305, 5405, 5422, 5426, 5514, 5515, 5725, 5742, 5842, 5910, 5910, 5911, 5912, 5937, 6044, 6045, 6139, 6142, 6167, 6229, 6233, 6296, 6452, 6453, 6454, 6469, 6480, 6541, 6606, 6637, 6675, 6724, 6728, 6783, 6867, 6898, 6900, 6941, 6964, 6965, 6967, 7020, 7081, 7082, 7094, 7095, 7096, 7190, 7191, 7263, 7300, 7300, 7302, 7308, 7321, 7324, 7356, 7357, 7371, 7378, 7381, 7435, 7436, 7473, 7474, 7509, 7523, 7532, 7533, 7682, 7759, 7762, 7801, 7809, 7830, 7831, 8039, 8042, 8043, 8090, 8191, 8251, 8320, 8324, 8333, 8337, 8344, 8394, 8397, 8400, 8401]"
EU256002.1,"[20, 188, 324, 326, 327, 334, 336, 337, 338, 354, 355, 356, 387, 421, 440, 441, 455, 457, 479, 480, 552, 555, 611, 615, 619, 666, 694, 694, 695, 695, 709, 710, 712, 726, 737, 754, 754, 1022, 1023, 1025, 1049, 1051, 1072, 1161, 1163, 1173, 1173, 1174, 1174, 1228, 1230, 1231, 1262, 1263, 1263, 1264, 1264, 1388, 1408, 1411, 1418, 1419, 1451, 1453, 1462, 1491, 1545, 1548, 1574, 1578, 1579, 1652, 1653, 1838, 1839, 2211, 2214, 2222, 2319, 2321, 2367, 2455, 2458, 2502, 2552, 2555, 2649, 2652, 2677, 2679, 2680, 2717, 2729, 2732, 2880, 2881, 2890, 3058, 3151, 3175, 3245, 3293, 3294, 3295, 3316, 3318, 3322, 3323, 3364, 3365, 3366, 3420, 3421, 3528, 3529, 3623, 3625, 3683, 3702, 3703, 3704, 3704, 3705, 3800, 4179, 4180, 4180, 4184, 4295, 4496, 4515, 4537, 4561, 4562, 4565, 4611, 4658, 4659, 4660, 4714, 4715, 4716, 4717, 4736, 4870, 4872, 4874, 4979, 4981, 5160, 5187, 5222, 5238, 5239, 5266, 5266, 5285, 5288, 5348, 5349, 5559, 5599, 5663, 5735, 5736, 5737, 5765, 5766, 5781, 5782, 5840, 5850, 5852, 5956, 5958, 5981, 6079, 6081, 6088, 6148, 6150, 6399, 6498, 6499, 6501, 6502, 6650, 6744, 6745, 6746, 6778, 6778, 6779, 6779, 6788, 6789, 6827, 6942, 6944, 6944, 6946, 6985, 7008, 7054, 7055, 7057, 7171, 7174, 7307, 7310, 7359, 7368, 7371, 7414, 7415, 7480, 7488, 7493, 7523, 7556, 7577, 7578, 7579, 7580, 7729, 7809, 7856, 7877, 7878, 8063, 8064, 8065, 8086, 8088, 8089, 8090, 8370, 8371, 8373, 8380, 8382, 8384, 8444, 8447, 8448, 8482, 8484, 8496, 8529, 8530, 8649, 8716, 8718, 8720, 8793, 8795, 8797, 9154, 9155]"
MZ556894.1,"[24, 58, 77, 78, 92, 94, 116, 117, 189, 192, 248, 252, 256, 303, 330, 331, 331, 332, 332, 346, 347, 348, 349, 363, 374, 391, 391, 659, 660, 662, 686, 688, 798, 800, 801, 810, 810, 811, 811, 865, 867, 868, 899, 900, 900, 901, 901, 957, 1045, 1048, 1053, 1055, 1082, 1083, 1289, 1289, 1290, 1290, 1475, 1476, 1629, 1831, 1833, 1837, 1859, 2004, 2051, 2092, 2095, 2145, 2146, 2189, 2192, 2193, 2314, 2316, 2317, 2354, 2366, 2369, 2391, 2518, 2593, 2695, 2736, 2812, 2822, 2882, 2930, 2931, 2932, 2953, 2955, 3001, 3002, 3003, 3057, 3058, 3107, 3166, 3320, 3340, 3341, 3341, 3342, 3342, 3437, 3834, 3836, 4122, 4152, 4174, 4176, 4198, 4199, 4202, 4203, 4248, 4293, 4295, 4296, 4371, 4373, 4507, 4509, 4511, 4797, 4801, 4824, 4859, 4875, 4876, 4903, 4903, 4914, 4922, 4925, 4985, 4986, 5077, 5087, 5138, 5139, 5140, 5195, 5196, 5372, 5373, 5374, 5384, 5385, 5386, 5387, 5418, 5423, 5477, 5487, 5489, 5504, 5506, 5591, 5592, 5593, 5618, 5628, 5629, 5716, 5718, 5733, 5785, 5787, 6036, 6135, 6136, 6139, 6216, 6217, 6219, 6261, 6262, 6287, 6381, 6382, 6383, 6405, 6409, 6410, 6411, 6425, 6426, 6464, 6467, 6579, 6581, 6581, 6583, 6622, 6691, 6692, 6694, 6808, 6944, 6947, 7051, 7052, 7053, 7117, 7125, 7130, 7160, 7193, 7194, 7214, 7216, 7217, 7366, 7368, 7446, 7493, 7514, 7515, 7700, 7701, 7702, 7723, 7725, 7726, 7727, 8008, 8010, 8017, 8019, 8021, 8081, 8084, 8085, 8119, 8121, 8133, 8166, 8167, 8295, 8297, 8353, 8355, 8357]"
MZ556898.1,"[24, 58, 77, 78, 92, 94, 116, 117, 189, 192, 248, 252, 256, 303, 330, 331, 331, 332, 332, 346, 347, 348, 349, 363, 374, 391, 391, 659, 660, 662, 686, 688, 798, 800, 801, 810, 810, 811, 811, 865, 867, 868, 899, 900, 900, 901, 901, 957, 1045, 1048, 1053, 1055, 1082, 1083, 1289, 1289, 1290, 1290, 1475, 1476, 1629, 1831, 1833, 1837, 1859, 2004, 2051, 2092, 2095, 2145, 2146, 2189, 2192, 2193, 2314, 2316, 2317, 2354, 2366, 2369, 2391, 2518, 2593, 2695, 2736, 2812, 2822, 2882, 2930, 2931, 2932, 2953, 2955, 3001, 3002, 3003, 3057, 3058, 3107, 3166, 3320, 3340, 3341, 3341, 3342, 3342, 3437, 3834, 3836, 4122, 4152, 4174, 4176, 4198, 4199, 4202, 4203, 4248, 4293, 4295, 4296, 4371, 4373, 4507, 4509, 4511, 4797, 4801, 4824, 4859, 4875, 4876, 4903, 4903, 4914, 4922, 4925, 4985, 4986, 5077, 5087, 5138, 5139, 5140, 5195, 5196, 5372, 5373, 5374, 5384, 5385, 5386, 5387, 5418, 5423, 5477, 5487, 5489, 5504, 5506, 5591, 5592, 5593, 5618, 5628, 5629, 5716, 5718, 5733, 5785, 5787, 6036, 6135, 6136, 6139, 6216, 6217, 6219, 6261, 6262, 6287, 6381, 6382, 6383, 6405, 6409, 6410, 6411, 6425, 6426, 6464, 6467, 6579, 6581, 6581, 6583, 6622, 6691, 6692, 6694, 6808, 6944, 6947, 7051, 7052, 7053, 7117, 7125, 7130, 7160, 7193, 7194, 7214, 7216, 7217, 7366, 7368, 7446, 7493, 7514, 7515, 7700, 7701, 7702, 7723, 7725, 7726, 7727, 8008, 8010, 8017, 8019, 8021, 8081, 8084, 8085, 8119, 8121, 8133, 8166, 8167, 8295, 8297, 8353, 8355, 8357]"
LC368313.1,"[143, 279, 281, 282, 289, 291, 292, 293, 309, 310, 311, 342, 395, 396, 410, 412, 434, 435, 507, 510, 566, 570, 574, 621, 645, 649, 649, 650, 650, 681, 692, 709, 709, 977, 978, 980, 1004, 1006, 1089, 1116, 1118, 1128, 1128, 1129, 1129, 1182, 1183, 1185, 1186, 1218, 1219, 1220, 1257, 1258, 1259, 1363, 1373, 1373, 1374, 1427, 1456, 1457, 1458, 1607, 1607, 1608, 1608, 1793, 1794, 2155, 2166, 2169, 2177, 2322, 2369, 2413, 2463, 2464, 2507, 2510, 2511, 2632, 2634, 2635, 2672, 2684, 2687, 2709, 2835, 2836, 2908, 2911, 3013, 3040, 3054, 3106, 3130, 3189, 3191, 3200, 3248, 3249, 3250, 3268, 3271, 3271, 3273, 3375, 3376, 3483, 3484, 3588, 3589, 3658, 3659, 3659, 3687, 3690, 3691, 3729, 3731, 3755, 3760, 4021, 4049, 4050, 4051, 4135, 4139, 4250, 4251, 4440, 4451, 4470, 4492, 4516, 4517, 4520, 4527, 4536, 4566, 5142, 5177, 5193, 5194, 5221, 5221, 5223, 5240, 5243, 5303, 5304, 5554, 5690, 5691, 5692, 5720, 5721, 5736, 5741, 5795, 5802, 5805, 5909, 5910, 5911, 5936, 6034, 6036, 6043, 6051, 6103, 6105, 6295, 6354, 6453, 6454, 6457, 6534, 6535, 6605, 6699, 6700, 6701, 6727, 6728, 6729, 6743, 6744, 6782, 6785, 6999, 7001, 7002, 7093, 7094, 7095, 7262, 7265, 7352, 7353, 7354, 7355, 7369, 7370, 7435, 7437, 7448, 7478, 7511, 7512, 7532, 7533, 7534, 7535, 7684, 7764, 7811, 7832, 7833, 8018, 8019, 8020, 8041, 8043, 8044, 8045, 8325, 8326, 8328, 8335, 8337, 8339, 8399, 8402, 8403]"
